READ latency raw data: op, timestamp(ms), latency(us)
read,48665,1650712229215
read,4885,1650712229220
read,5248,1650712229365
read,63071,1650712229518
read,5977,1650712229817
read,5887,1650712230005
read,91086,1650712230335
read,47099,1650712230479
read,130940,1650712230610
read,47710,1650712230658
read,48258,1650712230799
read,48654,1650712230948
read,48432,1650712231114
read,133179,1650712231247
read,48695,1650712231295
read,51520,1650712231442
read,93300,1650712231583
read,47175,1650712231657
read,48751,1650712231796
read,45621,1650712231841
read,48248,1650712231890
read,94009,1650712231984
read,4882,1650712231989
read,90414,1650712232079
read,92331,1650712232225
read,12912,1650712232335
read,87778,1650712232423
read,49336,1650712232472
read,5254,1650712232478
read,49142,1650712232799
read,46472,1650712232899
read,93389,1650712233087
read,48413,1650712233135
read,4977,1650712233140
read,4701,1650712233396
read,134661,1650712233531
read,48645,1650712233580
read,45395,1650712233671
read,5216,1650712233762
read,92851,1650712233944
read,8622,1650712233952
read,90495,1650712234043
read,48304,1650712234091
read,46334,1650712234138
read,49221,1650712234187
read,93269,1650712234280
read,4779,1650712234285
read,89997,1650712234375
read,48470,1650712234423
read,47645,1650712234471
read,91578,1650712234563
read,49237,1650712234853
read,51664,1650712234955
read,90005,1650712235239
read,48346,1650712235287
read,137502,1650712235471
read,4613,1650712235481
read,4526,1650712235621
read,176898,1650712235933
read,47704,1650712236032
read,48511,1650712236131
read,90275,1650712236222
read,5700,1650712236277
read,5608,1650712236452
read,47963,1650712236684
read,46458,1650712236777
read,136044,1650712236914
read,50142,1650712236964
read,6729,1650712236970
read,49647,1650712237020
read,48293,1650712237167
read,52318,1650712237220
read,6006,1650712237509
read,46731,1650712237556
read,46882,1650712237740
read,51057,1650712237791
read,46773,1650712238072
read,86942,1650712238159
read,48822,1650712238208
read,52115,1650712238260
read,46937,1650712238307
read,46566,1650712238353
read,132213,1650712238486
read,49289,1650712238535
read,10564,1650712238545
read,89227,1650712238731
read,48351,1650712238779
read,48038,1650712238828
read,47099,1650712238875
read,9161,1650712238884
read,86845,1650712239063
read,13435,1650712239077
read,90787,1650712239167
read,47372,1650712239215
read,48495,1650712239263
read,5564,1650712239408
read,87256,1650712239731
read,51257,1650712239923
read,47018,1650712239976
read,91324,1650712240115
read,46186,1650712240162
read,49183,1650712240211
read,48706,1650712240260
read,134266,1650712240399
read,48870,1650712240448
read,49270,1650712240547
read,49833,1650712240597
read,89114,1650712240691
read,48559,1650712240739
read,48470,1650712240887
read,50495,1650712240943
read,48584,1650712240991
read,48964,1650712241040
read,9470,1650712241140
read,89476,1650712241279
read,4742,1650712241376
read,4963,1650712241520
read,90366,1650712241611
read,45983,1650712241706
read,49150,1650712241755
read,90509,1650712241943
read,93038,1650712242135
read,48910,1650712242184
read,48826,1650712242372
read,4634,1650712242376
read,92788,1650712242704
read,45935,1650712242750
read,92710,1650712243179
read,5232,1650712243344
read,4379,1650712243348
read,90403,1650712243439
read,51132,1650712243495
read,131815,1650712243627
read,5526,1650712243632
read,91480,1650712243779
read,4947,1650712243784
read,91534,1650712243875
read,5271,1650712243932
read,47128,1650712243979
read,53680,1650712244121
read,45224,1650712244354
read,45221,1650712244399
read,46532,1650712244543
read,50648,1650712244593
read,48448,1650712244971
read,46487,1650712245023
read,50407,1650712245073
read,48139,1650712245122
read,89172,1650712245211
read,89423,1650712245399
read,48464,1650712245635
read,90672,1650712245731
read,45359,1650712245869
read,89457,1650712245959
read,50441,1650712246009
read,4902,1650712246014
read,46300,1650712246202
read,50102,1650712246252
read,47399,1650712246299
read,8340,1650712246483
read,4702,1650712246488
read,5693,1650712246628
read,47007,1650712246675
read,91260,1650712246767
read,5498,1650712246772
read,5383,1650712246916
read,5556,1650712247060
read,89207,1650712247199
read,131842,1650712247383
read,5717,1650712247389
read,51108,1650712247487
read,47961,1650712247584
read,47371,1650712247815
read,5433,1650712247960
read,94526,1650712248055
read,87977,1650712248143
read,47270,1650712248243
read,87472,1650712248467
read,5587,1650712248472
read,47009,1650712248611
read,5684,1650712248617
read,88825,1650712248705
read,48375,1650712248803
read,93746,1650712248897
read,4473,1650712248996
read,135049,1650712249131
read,49050,1650712249279
read,46969,1650712249423
read,90698,1650712249719
read,48229,1650712249767
read,89338,1650712249903
read,48806,1650712249952
read,45857,1650712249998
read,48623,1650712250136
read,90120,1650712250231
read,89961,1650712250375
read,45933,1650712250514
read,52738,1650712250616
read,4923,1650712250621
read,90186,1650712250711
read,45973,1650712250806
read,93047,1650712250948
read,150074,1650712251103
read,5599,1650712251109
read,129361,1650712251243
read,93297,1650712251388
read,5428,1650712251394
read,7514,1650712251401
read,5491,1650712251580
read,47223,1650712251628
read,5426,1650712251680
read,92036,1650712251772
read,5279,1650712251824
read,47561,1650712251872
read,49515,1650712252057
read,89590,1650712252147
read,45497,1650712252242
read,49081,1650712252291
read,48641,1650712252339
read,134760,1650712252479
read,48837,1650712252528
read,46120,1650712252574
read,48227,1650712252671
read,91325,1650712252767
read,5491,1650712252772
read,46971,1650712252819
read,131389,1650712252951
read,5573,1650712252956
read,4876,1650712252961
read,5609,1650712253205
read,46958,1650712253435
read,91744,1650712253527
read,5711,1650712253533
read,4510,1650712253537
read,129726,1650712253667
read,92259,1650712253764
read,47391,1650712253907
read,47340,1650712253955
read,48667,1650712254004
read,5408,1650712254148
read,47575,1650712254196
read,47637,1650712254340
read,87356,1650712254427
read,5412,1650712254433
read,135251,1650712254568
read,5187,1650712254623
read,86969,1650712254759
read,4848,1650712254856
read,48766,1650712255000
read,132741,1650712255139
read,98152,1650712255291
read,49594,1650712255340
read,46964,1650712255527
read,5321,1650712255624
read,134409,1650712255767
read,5295,1650712255960
read,5499,1650712256104
read,91102,1650712256195
read,49991,1650712256298
read,5302,1650712256540
read,91471,1650712256632
read,47104,1650712256679
read,46616,1650712256725
read,88237,1650712256814
CLEANUP latency raw data: op, timestamp(ms), latency(us)
cleanup,2,1650712256863
UPDATE latency raw data: op, timestamp(ms), latency(us)
update,27865,1650712199998
update,95300,1650712200147
update,49678,1650712200197
update,93320,1650712200389
update,91368,1650712200487
update,49665,1650712200537
update,49558,1650712200595
update,51756,1650712200702
update,49366,1650712200853
update,51671,1650712201048
update,135180,1650712201183
update,53361,1650712201247
update,27090,1650712201366
update,140317,1650712201507
update,61218,1650712201684
update,143505,1650712201828
update,9337,1650712201837
update,8924,1650712202148
update,92510,1650712202241
update,50433,1650712202291
update,91062,1650712202635
update,8645,1650712202737
update,7759,1650712202843
update,7981,1650712203043
update,50153,1650712203582
update,92323,1650712203674
update,93429,1650712203817
update,49086,1650712203866
update,54552,1650712204014
update,7167,1650712204021
update,49277,1650712204205
update,134894,1650712204355
update,7135,1650712204362
update,7520,1650712204511
update,50211,1650712204561
update,8132,1650712204703
update,92926,1650712204796
update,50643,1650712204847
update,53526,1650712204901
update,90210,1650712205039
update,48161,1650712205191
update,7367,1650712205198
update,90670,1650712205289
update,93853,1650712205383
update,93248,1650712205476
update,8344,1650712205485
update,50150,1650712205535
update,49787,1650712205585
update,51877,1650712205687
update,93197,1650712205780
update,7366,1650712205887
update,177775,1650712206071
update,7821,1650712206227
update,89775,1650712206317
update,6318,1650712206422
update,9062,1650712206609
update,52002,1650712206661
update,6863,1650712206758
update,8442,1650712206948
update,96700,1650712207045
update,94019,1650712207196
update,49974,1650712207345
update,50131,1650712207395
update,48131,1650712207542
update,52803,1650712207644
update,8442,1650712207653
update,134463,1650712207787
update,51301,1650712207838
update,7284,1650712208014
update,50758,1650712208065
update,134787,1650712208200
update,176888,1650712208391
update,7969,1650712208399
update,136966,1650712208587
update,50327,1650712208644
update,6332,1650712208937
update,49303,1650712209275
update,5526,1650712209329
update,133453,1650712209463
update,6562,1650712209822
update,5511,1650712209828
update,7971,1650712209971
update,132382,1650712210155
update,10883,1650712210166
update,94004,1650712210260
update,93808,1650712210408
update,6591,1650712210506
update,95229,1650712210601
update,49203,1650712210700
update,50676,1650712210800
update,49161,1650712211143
update,90729,1650712211479
update,6189,1650712211485
update,48355,1650712211534
update,49836,1650712211823
update,6590,1650712211830
update,90907,1650712212055
update,7713,1650712212063
update,49166,1650712212112
update,47668,1650712212350
update,46993,1650712212694
update,6634,1650712212982
update,93365,1650712213127
update,6932,1650712213134
update,135015,1650712213270
update,89011,1650712213359
update,6624,1650712213366
update,50211,1650712213416
update,50097,1650712213467
update,91442,1650712213608
update,135258,1650712213790
update,47749,1650712214039
update,48307,1650712214182
update,92844,1650712214275
update,93278,1650712214619
update,6495,1650712214625
update,137093,1650712214763
update,48197,1650712214811
update,134505,1650712214954
update,52733,1650712215057
update,53542,1650712215110
update,6722,1650712215455
update,88288,1650712215543
update,89227,1650712215731
update,133258,1650712215927
update,49512,1650712216221
update,48712,1650712216669
update,106853,1650712216830
update,47556,1650712216878
update,93243,1650712216971
update,49921,1650712217021
update,5706,1650712217027
update,49635,1650712217222
update,93327,1650712217364
update,48700,1650712217508
update,9474,1650712217517
update,89600,1650712217607
update,49458,1650712217710
update,48658,1650712218000
update,133945,1650712218143
update,6413,1650712218149
update,46054,1650712218195
update,131422,1650712218327
update,6248,1650712218333
update,8978,1650712218342
update,6212,1650712218485
update,50797,1650712218536
update,130776,1650712218667
update,6428,1650712218673
update,50398,1650712218724
update,51737,1650712219108
update,181199,1650712219435
update,5619,1650712219447
update,92046,1650712219539
update,131006,1650712219767
update,6429,1650712219773
update,93173,1650712219915
update,50095,1650712220185
update,130019,1650712220315
update,5101,1650712220327
update,48697,1650712220521
update,8848,1650712220704
update,48434,1650712221080
update,46723,1650712221175
update,6266,1650712221181
update,136307,1650712221318
update,51039,1650712221515
update,48702,1650712221564
update,89939,1650712221654
update,49151,1650712221703
update,6754,1650712221758
update,49038,1650712221940
update,5647,1650712221946
update,89287,1650712222035
update,92611,1650712222128
update,5801,1650712222134
update,9286,1650712222316
update,52999,1650712222369
update,136925,1650712222507
update,5821,1650712222513
update,140408,1650712222659
update,9848,1650712222670
update,133459,1650712222804
update,46928,1650712222851
update,6567,1650712222858
update,92229,1650712222950
update,48773,1650712223088
update,134378,1650712223611
update,133855,1650712223807
update,6851,1650712223814
update,6381,1650712224005
update,50330,1650712224056
update,91097,1650712224147
update,123015,1650712224276
update,48600,1650712224415
update,45905,1650712224511
update,5971,1650712224517
update,88757,1650712224606
update,49042,1650712224655
update,48423,1650712224752
update,5839,1650712224897
update,46910,1650712224944
update,88791,1650712225080
update,94066,1650712225174
update,5908,1650712225229
update,72635,1650712225302
update,133341,1650712225435
update,6353,1650712225441
update,46176,1650712225488
update,89950,1650712225718
update,49005,1650712225767
update,5808,1650712225773
update,73696,1650712225846
update,46280,1650712225992
update,88034,1650712226080
update,48086,1650712226128
update,47443,1650712226175
update,47419,1650712226223
update,5647,1650712226229
update,135403,1650712226364
update,87271,1650712226451
update,5804,1650712226457
update,88216,1650712226545
update,48967,1650712226640
update,5591,1650712226784
update,95423,1650712226880
update,47041,1650712226979
update,52589,1650712227120
update,48852,1650712227492
update,132885,1650712227631
update,5127,1650712227873
update,5661,1650712227969
update,51291,1650712228020
update,5533,1650712228116
update,49328,1650712228166
update,137099,1650712228303
update,6296,1650712228309
update,46633,1650712228497
update,47361,1650712228787
update,49550,1650712229015
update,8046,1650712229077
update,90367,1650712229311
update,48571,1650712229359
update,90138,1650712229455
update,47347,1650712229565
update,97237,1650712229663
update,5510,1650712229668
update,50325,1650712229719
update,92044,1650712229811
update,48587,1650712229865
update,133294,1650712229999
update,134931,1650712230140
update,47185,1650712230187
update,6990,1650712230194
update,49442,1650712230244
update,48387,1650712230383
update,48317,1650712230432
update,93537,1650712230751
update,9361,1650712230809
update,90013,1650712230899
update,5280,1650712230953
update,90079,1650712231043
update,22045,1650712231065
update,5935,1650712231301
update,89314,1650712231391
update,47138,1650712231490
update,27085,1650712231610
update,89574,1650712231747
update,48577,1650712232128
update,4877,1650712232133
update,97184,1650712232322
update,49176,1650712232527
update,132769,1650712232660
update,89948,1650712232750
update,48549,1650712232847
update,4773,1650712232852
update,48599,1650712232947
update,46103,1650712232993
update,46393,1650712233187
update,21711,1650712233209
update,88868,1650712233297
update,46565,1650712233344
update,47298,1650712233391
update,45824,1650712233625
update,85711,1650712233757
update,88966,1650712233851
update,49023,1650712234612
update,5326,1650712234617
update,93713,1650712234711
update,92979,1650712234804
update,49490,1650712234903
update,47179,1650712235002
update,48993,1650712235051
update,92870,1650712235144
update,5109,1650712235149
update,45969,1650712235333
update,5629,1650712235477
update,129648,1650712235611
update,5538,1650712235616
update,129799,1650712235751
update,5657,1650712235757
update,45324,1650712235979
update,5401,1650712235984
update,50770,1650712236083
update,49166,1650712236271
update,80488,1650712236357
update,89609,1650712236447
update,47035,1650712236500
update,87267,1650712236587
update,48353,1650712236635
update,46425,1650712236731
update,98791,1650712237119
update,47189,1650712237267
update,49649,1650712237317
update,133156,1650712237450
update,53044,1650712237503
update,87130,1650712237643
update,49991,1650712237693
update,46417,1650712237837
update,132640,1650712237970
update,48938,1650712238019
update,5973,1650712238025
update,96324,1650712238642
update,92440,1650712238976
update,48790,1650712239312
update,90529,1650712239403
update,91257,1650712239500
update,91091,1650712239591
update,6592,1650712239597
update,46061,1650712239644
update,5992,1650712239737
update,134605,1650712239871
update,5754,1650712239929
update,48359,1650712240024
update,4954,1650712240265
update,49774,1650712240498
update,4955,1650712240602
update,5273,1650712240745
update,93263,1650712240839
update,4991,1650712240892
update,90293,1650712241131
update,49033,1650712241189
update,92549,1650712241371
update,90455,1650712241467
update,48665,1650712241515
update,48693,1650712241660
update,92639,1650712241847
update,4870,1650712241852
update,48338,1650712241991
update,50445,1650712242042
update,49542,1650712242233
update,89440,1650712242323
update,90407,1650712242467
update,48713,1650712242516
update,5156,1650712242521
update,89976,1650712242611
update,49229,1650712242799
update,48689,1650712242848
update,5040,1650712242853
update,90135,1650712242943
update,48565,1650712242991
update,46560,1650712243038
update,48687,1650712243087
update,7855,1650712243187
update,151286,1650712243339
update,4998,1650712243444
update,54792,1650712243687
update,51358,1650712243927
update,87657,1650712244067
update,46887,1650712244168
update,48028,1650712244216
update,91957,1650712244308
update,92581,1650712244491
update,4770,1650712244496
update,48049,1650712244642
update,49241,1650712244691
update,93019,1650712244784
update,49516,1650712244833
update,89467,1650712244923
update,4870,1650712244976
update,93100,1650712245304
update,5066,1650712245310
update,48251,1650712245447
update,4655,1650712245453
update,133516,1650712245587
update,4695,1650712245640
update,93013,1650712245824
update,48653,1650712246063
update,92510,1650712246155
update,6321,1650712246306
update,169206,1650712246475
update,134804,1650712246623
update,7216,1650712246779
update,131258,1650712246911
update,46772,1650712246963
update,91824,1650712247055
update,49112,1650712247110
update,5950,1650712247205
update,46214,1650712247251
update,47075,1650712247436
update,48766,1650712247536
update,87149,1650712247671
update,5540,1650712247676
update,90922,1650712247767
update,4974,1650712247820
update,47858,1650712247868
update,87097,1650712247955
update,5440,1650712248148
update,47263,1650712248195
update,88251,1650712248331
update,48198,1650712248379
update,91371,1650712248564
update,49329,1650712248755
update,45843,1650712248943
update,48513,1650712248991
update,52366,1650712249183
update,46392,1650712249230
update,92361,1650712249371
update,4524,1650712249376
update,9434,1650712249432
update,45266,1650712249478
update,49156,1650712249527
update,96687,1650712249623
update,4767,1650712249628
update,46195,1650712249814
update,89378,1650712250087
update,4968,1650712250141
update,48452,1650712250279
update,5486,1650712250285
update,92956,1650712250468
update,49049,1650712250563
update,48818,1650712250760
update,49099,1650712250855
update,5002,1650712250953
update,4898,1650712251113
update,5626,1650712251248
update,46621,1650712251295
update,173455,1650712251575
update,47140,1650712251675
update,46356,1650712251819
update,87085,1650712251959
update,48833,1650712252008
update,49271,1650712252196
update,4550,1650712252344
update,48894,1650712252623
update,4539,1650712252675
update,89650,1650712253051
update,5783,1650712253057
update,50218,1650712253107
update,91921,1650712253199
update,48747,1650712253253
update,129458,1650712253383
update,5281,1650712253388
update,4827,1650712253672
update,90800,1650712253855
update,5272,1650712253860
update,52579,1650712254056
update,86588,1650712254143
update,46932,1650712254243
update,49260,1650712254292
update,50386,1650712254618
update,48490,1650712254672
update,92621,1650712254852
update,94305,1650712254951
update,6676,1650712255006
update,48466,1650712255187
update,5044,1650712255193
update,4899,1650712255345
update,129523,1650712255475
update,5511,1650712255480
update,91394,1650712255619
update,8258,1650712255632
update,5410,1650712255772
update,134410,1650712255907
update,48128,1650712255955
update,48370,1650712256009
update,90200,1650712256099
update,47277,1650712256243
update,5492,1650712256248
update,48495,1650712256347
update,48315,1650712256395
update,92077,1650712256487
update,47552,1650712256535
update,49137,1650712256863
[OVERALL], RunTime(ms), 57621
[OVERALL], Throughput(ops/sec), 17.354783846167194
[TOTAL_GCS_Copy], Count, 6
[TOTAL_GC_TIME_Copy], Time(ms), 20
[TOTAL_GC_TIME_%_Copy], Time(%), 0.034709567692334395
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 6
[TOTAL_GC_TIME], Time(ms), 20
[TOTAL_GC_TIME_%], Time(%), 0.034709567692334395
[READ], Total Operations, 516
[READ], Below is a summary of latency in microseconds:, -1
[READ], Average, 58198.49612403101
[READ], Min, 4379
[READ], Max, 601607
[READ], p1, 4634
[READ], p5, 5271
[READ], p50, 48972
[READ], p90, 129726
[READ], p95, 134511
[READ], p99, 173534
[READ], p99.9, 601607
[READ], p99.99, 601607
[READ], Return=OK, 516
[CLEANUP], Total Operations, 1
[CLEANUP], Below is a summary of latency in microseconds:, -1
[CLEANUP], Average, 2.0
[CLEANUP], Min, 2
[CLEANUP], Max, 2
[CLEANUP], p1, 2
[CLEANUP], p5, 2
[CLEANUP], p50, 2
[CLEANUP], p90, 2
[CLEANUP], p95, 2
[CLEANUP], p99, 2
[CLEANUP], p99.9, 2
[CLEANUP], p99.99, 2
[UPDATE], Total Operations, 484
[UPDATE], Below is a summary of latency in microseconds:, -1
[UPDATE], Average, 56627.46900826446
[UPDATE], Min, 4524
[UPDATE], Max, 181199
[UPDATE], p1, 4695
[UPDATE], p5, 5101
[UPDATE], p50, 49099
[UPDATE], p90, 129458
[UPDATE], p95, 134463
[UPDATE], p99, 169206
[UPDATE], p99.9, 181199
[UPDATE], p99.99, 181199
[UPDATE], Return=OK, 484
