READ latency raw data: op, timestamp(ms), latency(us)
read,3747,1684048451255
read,2926,1684048451258
read,3349,1684048451273
read,4998,1684048451296
read,2981,1684048451299
read,3150,1684048451308
read,3775,1684048451316
read,2995,1684048451338
read,2862,1684048451341
read,2895,1684048451350
read,2837,1684048451359
read,3736,1684048451377
read,3728,1684048451386
read,3140,1684048451396
read,5514,1684048451418
read,4489,1684048451422
read,4721,1684048451434
read,2977,1684048451437
read,3153,1684048451440
read,4608,1684048451449
read,9755,1684048451517
read,3060,1684048451536
read,2908,1684048451554
read,3354,1684048451562
read,3109,1684048451587
read,5421,1684048451592
read,2674,1684048451612
read,2645,1684048451615
read,2654,1684048451628
read,2782,1684048451631
read,9925,1684048451641
read,4430,1684048451650
read,2899,1684048451653
read,3334,1684048451669
read,3442,1684048451672
read,2927,1684048451676
read,3691,1684048451693
read,3065,1684048451696
read,3364,1684048451747
read,3063,1684048451757
read,2901,1684048451760
read,2964,1684048451770
read,2881,1684048451773
read,5500,1684048451804
read,5462,1684048451810
read,2873,1684048451812
read,5114,1684048451818
read,3747,1684048451821
read,7166,1684048451829
read,3054,1684048451843
read,2938,1684048451857
read,3004,1684048451866
read,2880,1684048451873
read,5546,1684048451890
read,3190,1684048451914
read,3748,1684048451929
read,2811,1684048451938
read,2677,1684048451941
read,2682,1684048451944
read,5083,1684048451979
read,2845,1684048451988
read,3001,1684048452024
read,3452,1684048452027
read,2927,1684048452030
read,2940,1684048452033
read,3720,1684048452037
read,5593,1684048452088
read,7419,1684048452095
read,3033,1684048452098
read,3043,1684048452101
read,2822,1684048452109
read,2645,1684048452112
read,2634,1684048452114
read,4250,1684048452119
read,3944,1684048452136
read,2753,1684048452139
read,3062,1684048452179
read,2808,1684048452181
read,3798,1684048452185
read,7741,1684048452193
read,2912,1684048452201
read,9341,1684048452210
read,6297,1684048452216
read,2915,1684048452219
read,3797,1684048452234
read,2866,1684048452237
read,3873,1684048452241
read,9681,1684048452267
read,3169,1684048452270
read,2815,1684048452278
read,2764,1684048452301
read,4370,1684048452305
read,3061,1684048452308
read,5038,1684048452313
read,2742,1684048452316
read,3874,1684048452327
read,2845,1684048452342
read,2875,1684048452355
read,2860,1684048452358
read,2834,1684048452361
read,4397,1684048452365
read,2968,1684048452390
read,4604,1684048452395
read,9044,1684048452404
read,4398,1684048452430
read,5748,1684048452443
read,5267,1684048452449
read,2858,1684048452470
read,3171,1684048452473
read,2800,1684048452495
read,3464,1684048452499
read,3045,1684048452502
read,5748,1684048452508
read,4856,1684048452512
read,2901,1684048452528
read,3506,1684048452531
read,3474,1684048452547
read,3278,1684048452550
read,2680,1684048452553
read,3084,1684048452556
read,5048,1684048452561
read,3658,1684048452565
read,2872,1684048452576
read,3186,1684048452579
read,4075,1684048452590
read,5876,1684048452603
read,6265,1684048452609
read,3948,1684048452620
read,2841,1684048452623
read,3032,1684048452631
read,2796,1684048452634
read,11966,1684048452672
read,3175,1684048452689
read,3728,1684048452693
read,2813,1684048452696
read,2898,1684048452709
read,2681,1684048452712
read,3186,1684048452732
read,2951,1684048452735
read,4010,1684048452747
read,2955,1684048452750
read,3147,1684048452753
read,2804,1684048452761
read,2813,1684048452763
read,4311,1684048452775
read,2800,1684048452811
read,2824,1684048452824
read,2551,1684048452841
read,2706,1684048452848
read,2652,1684048452856
read,6667,1684048452882
read,2893,1684048452897
read,3837,1684048452901
read,2753,1684048452925
read,3712,1684048452933
read,2906,1684048452952
read,2738,1684048452955
read,3293,1684048452963
read,2637,1684048452966
read,2562,1684048452968
read,2899,1684048452981
read,2692,1684048452984
read,2902,1684048453011
read,3709,1684048453015
read,3097,1684048453028
read,3978,1684048453052
read,2759,1684048453076
read,3686,1684048453091
read,2453,1684048453094
read,6260,1684048453100
read,2990,1684048453109
read,2674,1684048453123
read,2968,1684048453137
read,2605,1684048453144
read,2725,1684048453154
read,2617,1684048453172
read,2853,1684048453175
read,8693,1684048453184
read,2908,1684048453187
read,2636,1684048453189
read,2708,1684048453199
read,5892,1684048453205
read,3072,1684048453216
read,2841,1684048453226
read,3045,1684048453229
read,2954,1684048453240
read,3078,1684048453256
read,2931,1684048453259
read,4538,1684048453263
read,3847,1684048453267
read,7349,1684048453274
read,2895,1684048453277
read,2919,1684048453295
read,7567,1684048453302
read,2967,1684048453305
read,2607,1684048453320
read,3236,1684048453347
read,3678,1684048453361
read,3125,1684048453364
read,2686,1684048453367
read,2819,1684048453376
read,2835,1684048453379
read,5027,1684048453384
read,2836,1684048453391
read,2604,1684048453411
read,3444,1684048453433
read,2685,1684048453436
read,3974,1684048453446
read,2758,1684048453448
read,2687,1684048453451
read,3198,1684048453459
read,2849,1684048453462
read,2867,1684048453465
read,2771,1684048453468
read,2783,1684048453541
read,6777,1684048453572
read,4138,1684048453593
read,5155,1684048453614
read,14697,1684048453646
read,7123,1684048453653
read,4231,1684048453664
read,2833,1684048453667
read,2705,1684048453681
read,2485,1684048453683
read,2845,1684048453722
CLEANUP latency raw data: op, timestamp(ms), latency(us)
cleanup,2,1684048453741
UPDATE latency raw data: op, timestamp(ms), latency(us)
update,58613,1684048448112
update,11402,1684048448124
update,10115,1684048448134
update,8566,1684048448155
update,8499,1684048448163
update,8449,1684048448183
update,7312,1684048448190
update,7571,1684048448198
update,8725,1684048448217
update,8510,1684048448225
update,9044,1684048448234
update,8848,1684048448243
update,12800,1684048448262
update,8163,1684048448296
update,10292,1684048448315
update,9372,1684048448350
update,12598,1684048448363
update,11906,1684048448382
update,8677,1684048448391
update,7227,1684048448398
update,7361,1684048448405
update,7786,1684048448419
update,6981,1684048448435
update,8388,1684048448444
update,6718,1684048448461
update,8074,1684048448469
update,14627,1684048448483
update,8961,1684048448492
update,15902,1684048448508
update,8406,1684048448517
update,8721,1684048448549
update,7723,1684048448557
update,8619,1684048448566
update,7486,1684048448573
update,7594,1684048448591
update,10174,1684048448601
update,8085,1684048448610
update,5828,1684048448620
update,12091,1684048448636
update,8261,1684048448644
update,6088,1684048448650
update,6206,1684048448661
update,6260,1684048448667
update,5836,1684048448673
update,6011,1684048448686
update,6415,1684048448693
update,8528,1684048448706
update,5822,1684048448742
update,5265,1684048448747
update,6727,1684048448754
update,5657,1684048448760
update,7994,1684048448768
update,5909,1684048448774
update,6259,1684048448780
update,6020,1684048448792
update,7650,1684048448799
update,8412,1684048448812
update,11086,1684048448824
update,11042,1684048448843
update,5977,1684048448849
update,6022,1684048448859
update,5643,1684048448869
update,5816,1684048448879
update,10593,1684048448893
update,5785,1684048448899
update,9111,1684048448908
update,5498,1684048448914
update,5372,1684048448919
update,7644,1684048448927
update,8772,1684048448936
update,5711,1684048448941
update,9853,1684048448959
update,6382,1684048448966
update,5789,1684048448972
update,6060,1684048448982
update,7198,1684048448990
update,7685,1684048448997
update,8250,1684048449006
update,5557,1684048449017
update,6927,1684048449027
update,10193,1684048449042
update,5730,1684048449048
update,5401,1684048449054
update,8629,1684048449067
update,9628,1684048449076
update,7401,1684048449088
update,7791,1684048449096
update,5575,1684048449101
update,9102,1684048449111
update,6278,1684048449125
update,10837,1684048449135
update,5435,1684048449141
update,6787,1684048449159
update,7998,1684048449174
update,6464,1684048449185
update,5118,1684048449193
update,5213,1684048449199
update,5124,1684048449208
update,6559,1684048449215
update,6387,1684048449221
update,5306,1684048449230
update,6368,1684048449237
update,9360,1684048449251
update,12128,1684048449267
update,10676,1684048449285
update,5312,1684048449290
update,5124,1684048449295
update,6231,1684048449302
update,7576,1684048449309
update,5160,1684048449318
update,7597,1684048449329
update,7054,1684048449336
update,12315,1684048449355
update,5391,1684048449369
update,5067,1684048449385
update,5082,1684048449394
update,4836,1684048449398
update,8567,1684048449414
update,6093,1684048449423
update,10693,1684048449448
update,5407,1684048449461
update,13120,1684048449480
update,9666,1684048449511
update,6151,1684048449525
update,7293,1684048449533
update,7045,1684048449547
update,7173,1684048449554
update,12929,1684048449583
update,8531,1684048449607
update,4776,1684048449622
update,4883,1684048449627
update,10598,1684048449638
update,7211,1684048449645
update,8847,1684048449654
update,8414,1684048449662
update,5780,1684048449671
update,7387,1684048449679
update,6879,1684048449686
update,4778,1684048449707
update,9911,1684048449723
update,5758,1684048449729
update,5578,1684048449735
update,5926,1684048449741
update,11194,1684048449752
update,7529,1684048449760
update,5113,1684048449770
update,7085,1684048449778
update,6478,1684048449784
update,5218,1684048449800
update,9853,1684048449813
update,7200,1684048449820
update,4741,1684048449825
update,6267,1684048449831
update,6627,1684048449844
update,5179,1684048449853
update,9410,1684048449881
update,6025,1684048449887
update,7015,1684048449899
update,5177,1684048449904
update,5022,1684048449920
update,8298,1684048449929
update,4746,1684048449934
update,5360,1684048449939
update,7798,1684048449947
update,5198,1684048449952
update,4947,1684048449960
update,6134,1684048449976
update,4668,1684048449985
update,7192,1684048450005
update,11192,1684048450019
update,4948,1684048450040
update,9708,1684048450049
update,5018,1684048450055
update,10194,1684048450065
update,8735,1684048450080
update,6882,1684048450087
update,8137,1684048450109
update,5761,1684048450120
update,5022,1684048450132
update,5518,1684048450160
update,4823,1684048450164
update,5212,1684048450177
update,9102,1684048450190
update,4702,1684048450198
update,6073,1684048450213
update,10222,1684048450223
update,4719,1684048450233
update,5437,1684048450241
update,8489,1684048450258
update,5559,1684048450279
update,6636,1684048450285
update,6037,1684048450294
update,4468,1684048450299
update,5132,1684048450322
update,4836,1684048450335
update,5819,1684048450352
update,5912,1684048450358
update,6305,1684048450368
update,6931,1684048450378
update,5906,1684048450387
update,14400,1684048450409
update,5577,1684048450418
update,5178,1684048450423
update,11880,1684048450439
update,5445,1684048450455
update,7020,1684048450462
update,7026,1684048450477
update,5451,1684048450486
update,8617,1684048450504
update,5223,1684048450521
update,4403,1684048450525
update,10474,1684048450541
update,11496,1684048450561
update,4770,1684048450576
update,7454,1684048450586
update,6039,1684048450602
update,5426,1684048450607
update,7924,1684048450615
update,4440,1684048450620
update,5368,1684048450628
update,7438,1684048450636
update,6491,1684048450645
update,5601,1684048450658
update,6504,1684048450675
update,4261,1684048450679
update,6971,1684048450692
update,5354,1684048450709
update,9023,1684048450718
update,7956,1684048450738
update,4976,1684048450743
update,4302,1684048450748
update,7440,1684048450755
update,7291,1684048450763
update,6711,1684048450773
update,7200,1684048450792
update,5443,1684048450798
update,4480,1684048450806
update,8689,1684048450815
update,6336,1684048450825
update,6293,1684048450831
update,12962,1684048450844
update,7000,1684048450851
update,5333,1684048450856
update,6046,1684048450862
update,9791,1684048450875
update,5776,1684048450881
update,5281,1684048450886
update,4517,1684048450891
update,6125,1684048450900
update,4702,1684048450905
update,4848,1684048450932
update,9104,1684048450944
update,7601,1684048450952
update,6862,1684048450965
update,7638,1684048450973
update,22404,1684048450996
update,7917,1684048451004
update,4873,1684048451008
update,9288,1684048451023
update,9929,1684048451037
update,4860,1684048451050
update,5404,1684048451071
update,6327,1684048451077
update,13910,1684048451091
update,6346,1684048451097
update,4661,1684048451102
update,4609,1684048451110
update,9086,1684048451119
update,10457,1684048451148
update,6849,1684048451159
update,5271,1684048451167
update,4879,1684048451172
update,12694,1684048451185
update,5870,1684048451200
update,4671,1684048451206
update,8149,1684048451219
update,5042,1684048451224
update,6911,1684048451236
update,4788,1684048451249
update,10794,1684048451269
update,14000,1684048451287
update,4323,1684048451291
update,5934,1684048451305
update,4329,1684048451313
update,4822,1684048451321
update,6650,1684048451328
update,7044,1684048451335
update,6675,1684048451347
update,6094,1684048451357
update,5852,1684048451365
update,8338,1684048451374
update,4490,1684048451382
update,7260,1684048451393
update,6146,1684048451402
update,5659,1684048451408
update,4410,1684048451412
update,6497,1684048451429
update,4656,1684048451444
update,6748,1684048451456
update,7074,1684048451463
update,4953,1684048451468
update,6213,1684048451474
update,4924,1684048451479
update,6499,1684048451486
update,4585,1684048451490
update,5521,1684048451496
update,7011,1684048451503
update,4528,1684048451507
update,6651,1684048451524
update,4650,1684048451529
update,4802,1684048451533
update,14328,1684048451551
update,4610,1684048451558
update,6152,1684048451568
update,8418,1684048451576
update,7591,1684048451584
update,4645,1684048451597
update,6025,1684048451603
update,6366,1684048451610
update,4270,1684048451619
update,6038,1684048451625
update,4430,1684048451645
update,6746,1684048451659
update,6013,1684048451665
update,7877,1684048451684
update,5289,1684048451689
update,9049,1684048451705
update,6298,1684048451711
update,7532,1684048451719
update,5786,1684048451724
update,7544,1684048451732
update,6794,1684048451739
update,5133,1684048451744
update,6253,1684048451754
update,7777,1684048451767
update,6706,1684048451780
update,5271,1684048451785
update,6751,1684048451792
update,6480,1684048451799
update,6550,1684048451835
update,4636,1684048451840
update,6086,1684048451849
update,5170,1684048451854
update,5431,1684048451863
update,4303,1684048451870
update,11917,1684048451885
update,5048,1684048451895
update,5576,1684048451901
update,9954,1684048451911
update,5974,1684048451920
update,5401,1684048451926
update,6266,1684048451936
update,7140,1684048451951
update,5365,1684048451958
update,10551,1684048451969
update,4661,1684048451974
update,6216,1684048451985
update,4400,1684048451992
update,10813,1684048452003
update,6089,1684048452009
update,11439,1684048452021
update,5712,1684048452042
update,6464,1684048452049
update,5876,1684048452055
update,8801,1684048452064
update,6344,1684048452070
update,6171,1684048452076
update,6021,1684048452082
update,4696,1684048452106
update,8798,1684048452127
update,4611,1684048452132
update,5963,1684048452145
update,4547,1684048452149
update,5485,1684048452155
update,5821,1684048452161
update,14084,1684048452175
update,4827,1684048452198
update,4665,1684048452224
update,6060,1684048452230
update,4619,1684048452245
update,11891,1684048452257
update,4860,1684048452275
update,9018,1684048452287
update,4645,1684048452291
update,6500,1684048452298
update,6568,1684048452323
update,5026,1684048452332
update,7940,1684048452340
update,9607,1684048452352
update,8898,1684048452374
update,6049,1684048452380
update,6972,1684048452387
update,11268,1684048452415
update,5670,1684048452421
update,4666,1684048452425
update,7892,1684048452438
update,5786,1684048452455
update,4445,1684048452459
update,8207,1684048452467
update,5155,1684048452478
update,9107,1684048452488
update,4823,1684048452492
update,12256,1684048452525
update,7786,1684048452539
update,4648,1684048452544
update,7974,1684048452573
update,7023,1684048452586
update,6731,1684048452597
update,6785,1684048452616
update,4798,1684048452627
update,7427,1684048452641
update,5028,1684048452647
update,6745,1684048452653
update,7005,1684048452660
update,6745,1684048452679
update,7105,1684048452686
update,10168,1684048452706
update,7327,1684048452719
update,9521,1684048452729
update,8013,1684048452743
update,4871,1684048452758
update,7135,1684048452771
update,6991,1684048452782
update,9111,1684048452791
update,6475,1684048452797
update,4512,1684048452802
update,6003,1684048452808
update,4598,1684048452815
update,5817,1684048452821
update,5248,1684048452829
update,8564,1684048452838
update,5141,1684048452846
update,4544,1684048452853
update,5776,1684048452861
update,4395,1684048452866
update,5439,1684048452871
update,4107,1684048452875
update,6007,1684048452889
update,5916,1684048452895
update,5556,1684048452907
update,5499,1684048452912
update,4293,1684048452917
update,5510,1684048452922
update,4294,1684048452929
update,8025,1684048452941
update,8326,1684048452949
update,4763,1684048452960
update,10204,1684048452979
update,4729,1684048452989
update,9883,1684048452999
update,9105,1684048453008
update,10037,1684048453025
update,7469,1684048453035
update,4716,1684048453040
update,8243,1684048453048
update,6633,1684048453059
update,7738,1684048453067
update,7037,1684048453074
update,10988,1684048453087
update,6332,1684048453106
update,4690,1684048453114
update,6158,1684048453120
update,10966,1684048453134
update,4564,1684048453141
update,7092,1684048453151
update,7189,1684048453161
update,8575,1684048453170
update,6767,1684048453196
update,7777,1684048453212
update,7862,1684048453223
update,7312,1684048453237
update,5056,1684048453245
update,7849,1684048453253
update,7537,1684048453285
update,6902,1684048453292
update,6649,1684048453312
update,5814,1684048453318
update,6522,1684048453327
update,4799,1684048453332
update,5912,1684048453338
update,6161,1684048453344
update,4605,1684048453352
update,5434,1684048453357
update,6633,1684048453373
update,4510,1684048453388
update,5850,1684048453397
update,4555,1684048453402
update,7027,1684048453409
update,5945,1684048453417
update,4603,1684048453422
update,7864,1684048453430
update,5647,1684048453442
update,4837,1684048453456
update,6257,1684048453474
update,8089,1684048453482
update,6395,1684048453488
update,7531,1684048453496
update,6417,1684048453502
update,8213,1684048453511
update,6662,1684048453517
update,6498,1684048453524
update,9239,1684048453533
update,5405,1684048453539
update,8285,1684048453550
update,4749,1684048453554
update,10606,1684048453565
update,12108,1684048453584
update,5048,1684048453589
update,7486,1684048453601
update,8278,1684048453609
update,4986,1684048453619
update,12073,1684048453631
update,6677,1684048453660
update,4626,1684048453672
update,6463,1684048453678
update,4721,1684048453688
update,5965,1684048453694
update,7128,1684048453701
update,6298,1684048453708
update,5900,1684048453714
update,5676,1684048453719
update,8678,1684048453731
update,9895,1684048453741
[OVERALL], RunTime(ms), 6339
[OVERALL], Throughput(ops/sec), 157.75358889414736
[TOTAL_GCS_Copy], Count, 6
[TOTAL_GC_TIME_Copy], Time(ms), 19
[TOTAL_GC_TIME_%_Copy], Time(%), 0.29973181889887995
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 6
[TOTAL_GC_TIME], Time(ms), 19
[TOTAL_GC_TIME_%], Time(%), 0.29973181889887995
[READ], Total Operations, 477
[READ], Below is a summary of latency in microseconds:, -1
[READ], Average, 5066.062893081761
[READ], Min, 2453
[READ], Max, 473225
[READ], p1, 2604
[READ], p5, 2687
[READ], p50, 3473
[READ], p90, 6260
[READ], p95, 8133
[READ], p99, 11781
[READ], p99.9, 473225
[READ], p99.99, 473225
[READ], Return=OK, 477
[CLEANUP], Total Operations, 1
[CLEANUP], Below is a summary of latency in microseconds:, -1
[CLEANUP], Average, 2.0
[CLEANUP], Min, 2
[CLEANUP], Max, 2
[CLEANUP], p1, 2
[CLEANUP], p5, 2
[CLEANUP], p50, 2
[CLEANUP], p90, 2
[CLEANUP], p95, 2
[CLEANUP], p99, 2
[CLEANUP], p99.9, 2
[CLEANUP], p99.99, 2
[UPDATE], Total Operations, 523
[UPDATE], Below is a summary of latency in microseconds:, -1
[UPDATE], Average, 7105.110898661568
[UPDATE], Min, 4107
[UPDATE], Max, 58613
[UPDATE], p1, 4302
[UPDATE], p5, 4564
[UPDATE], p50, 6464
[UPDATE], p90, 10168
[UPDATE], p95, 11439
[UPDATE], p99, 14328
[UPDATE], p99.9, 58613
[UPDATE], p99.99, 58613
[UPDATE], Return=OK, 523
